"Table 1: Alcohol-specific age-standardised death rates, for English regions and constituent countries of the United Kingdom, 2001 to 2021 [note 2] [note 4] [note 6] [note 7] [note 8]",,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the 'Notes' worksheet.,,,,,,,,,,,,,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Area code,Area name,Sex,Year [note 3],Number of deaths,"Age-standardised rate per 100,000",Lower 95% confidence interval,Upper 95% confidence interval,,,,,,,,,,,,,,,,,
E12000009,South West,Males,2021,456,16.3,14.8,17.8,,,,,,,,,,,,,,,,,
E12000009,South West,Persons,2021,695,12.0,11.1,12.9,,,,,,,,,,,,,,,,,
E92000001,England,Females,2001,1305,5.6,5.3,5.9,,,,,,,,,,,,,,,,,
E92000001,England,Males,2001,2698,12.3,11.9,12.8,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2001,4003,8.9,8.6,9.1,,,,,,,,,,,,,,,,,
E92000001,England,Females,2002,1331,5.7,5.4,6.0,,,,,,,,,,,,,,,,,
E92000001,England,Males,2002,2784,12.7,12.2,13.2,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2002,4115,9.1,8.8,9.3,,,,,,,,,,,,,,,,,
E92000001,England,Females,2003,1374,5.8,5.5,6.1,,,,,,,,,,,,,,,,,
E92000001,England,Males,2003,3050,13.7,13.2,14.1,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2003,4424,9.6,9.4,9.9,,,,,,,,,,,,,,,,,
E92000001,England,Females,2004,1508,6.4,6.0,6.7,,,,,,,,,,,,,,,,,
E92000001,England,Males,2004,3008,13.4,13.0,13.9,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2004,4516,9.8,9.5,10.1,,,,,,,,,,,,,,,,,
E92000001,England,Females,2005,1493,6.2,5.9,6.5,,,,,,,,,,,,,,,,,
E92000001,England,Males,2005,3224,14.3,13.8,14.8,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2005,4717,10.1,9.8,10.4,,,,,,,,,,,,,,,,,
E92000001,England,Females,2006,1620,6.7,6.4,7.0,,,,,,,,,,,,,,,,,
E92000001,England,Males,2006,3341,14.6,14.1,15.1,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2006,4961,10.5,10.2,10.8,,,,,,,,,,,,,,,,,
E92000001,England,Females,2007,1688,6.9,6.6,7.2,,,,,,,,,,,,,,,,,
E92000001,England,Males,2007,3365,14.5,14.0,15.0,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2007,5053,10.6,10.3,10.9,,,,,,,,,,,,,,,,,
E92000001,England,Females,2008,1712,7.0,6.6,7.3,,,,,,,,,,,,,,,,,
E92000001,England,Males,2008,3633,15.5,15.0,16.0,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2008,5345,11.1,10.8,11.4,,,,,,,,,,,,,,,,,
E92000001,England,Females,2009,1665,6.7,6.3,7.0,,,,,,,,,,,,,,,,,
E92000001,England,Males,2009,3418,14.3,13.8,14.8,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2009,5083,10.4,10.1,10.7,,,,,,,,,,,,,,,,,
E92000001,England,Females,2010,1661,6.6,6.3,6.9,,,,,,,,,,,,,,,,,
E92000001,England,Males,2010,3562,14.8,14.3,15.3,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2010,5223,10.6,10.3,10.9,,,,,,,,,,,,,,,,,
E92000001,England,Females,2011,1770,7.0,6.6,7.3,,,,,,,,,,,,,,,,,
E92000001,England,Males,2011,3666,15.1,14.6,15.6,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2011,5436,10.9,10.6,11.2,,,,,,,,,,,,,,,,,
E92000001,England,Females,2012,1699,6.6,6.3,6.9,,,,,,,,,,,,,,,,,
E92000001,England,Males,2012,3344,13.7,13.2,14.1,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2012,5043,10.0,9.8,10.3,,,,,,,,,,,,,,,,,
E92000001,England,Females,2013,1699,6.6,6.3,6.9,,,,,,,,,,,,,,,,,
E92000001,England,Males,2013,3485,14.1,13.6,14.6,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2013,5184,10.2,9.9,10.5,,,,,,,,,,,,,,,,,
E92000001,England,Females,2014,1803,6.9,6.6,7.2,,,,,,,,,,,,,,,,,
E92000001,England,Males,2014,3583,14.4,13.9,14.8,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2014,5386,10.5,10.2,10.8,,,,,,,,,,,,,,,,,
E92000001,England,Females,2015,1796,6.8,6.5,7.1,,,,,,,,,,,,,,,,,
E92000001,England,Males,2015,3510,13.9,13.5,14.4,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2015,5306,10.3,10.0,10.5,,,,,,,,,,,,,,,,,
E92000001,England,Females,2016,1820,6.8,6.5,7.1,,,,,,,,,,,,,,,,,
E92000001,England,Males,2016,3687,14.5,14.0,14.9,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2016,5507,10.5,10.2,10.8,,,,,,,,,,,,,,,,,
E92000001,England,Females,2017,1990,7.4,7.1,7.7,,,,,,,,,,,,,,,,,
E92000001,England,Males,2017,3853,15.0,14.5,15.5,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2017,5843,11.1,10.8,11.4,,,,,,,,,,,,,,,,,
E92000001,England,Females,2018,1868,6.9,6.6,7.2,,,,,,,,,,,,,,,,,
E92000001,England,Males,2018,3830,14.8,14.3,15.2,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2018,5698,10.7,10.5,11.0,,,,,,,,,,,,,,,,,
E92000001,England,Females,2019,1916,7.0,6.7,7.3,,,,,,,,,,,,,,,,,
E92000001,England,Males,2019,3904,15.0,14.5,15.4,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2019,5820,10.9,10.6,11.2,,,,,,,,,,,,,,,,,
E92000001,England,Females,2020,2390,8.7,8.3,9.0,,,,,,,,,,,,,,,,,
E92000001,England,Males,2020,4594,17.5,17.0,18.0,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2020,6984,13.0,12.7,13.3,,,,,,,,,,,,,,,,,
E92000001,England,Females,2021,2609,9.4,9.0,9.7,,,,,,,,,,,,,,,,,
E92000001,England,Males,2021,4949,18.6,18.1,19.1,,,,,,,,,,,,,,,,,
E92000001,England,Persons,2021,7558,13.9,13.6,14.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2001,1823,6.6,6.3,6.9,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2001,3878,14.9,14.4,15.3,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2001,5701,10.6,10.3,10.8,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2002,1878,6.7,6.4,7.0,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2002,4037,15.4,15.0,15.9,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2002,5915,10.9,10.6,11.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2003,1934,6.9,6.6,7.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2003,4321,16.3,15.8,16.8,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2003,6255,11.4,11.1,11.7,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2004,2072,7.3,7.0,7.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2004,4314,16.1,15.6,16.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2004,6386,11.5,11.3,11.8,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2005,2102,7.3,7.0,7.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2005,4520,16.7,16.2,17.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2005,6622,11.8,11.6,12.1,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2006,2238,7.7,7.4,8.0,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2006,4700,17.1,16.6,17.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2006,6938,12.3,12.0,12.5,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2007,2259,7.7,7.4,8.0,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2007,4701,17.0,16.5,17.5,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2007,6960,12.2,11.9,12.5,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2008,2340,7.9,7.6,8.3,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2008,5007,17.8,17.3,18.3,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2008,7347,12.7,12.5,13.0,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2009,2268,7.6,7.3,7.9,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2009,4642,16.3,15.8,16.7,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2009,6910,11.8,11.5,12.1,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2010,2239,7.4,7.1,7.7,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2010,4830,16.8,16.3,17.3,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2010,7069,12.0,11.7,12.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2011,2345,7.7,7.4,8.0,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2011,4834,16.7,16.2,17.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2011,7179,12.0,11.8,12.3,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2012,2235,7.2,6.9,7.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2012,4434,15.2,14.7,15.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2012,6669,11.1,10.8,11.4,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2013,2200,7.1,6.8,7.4,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2013,4591,15.5,15.1,16.0,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2013,6791,11.2,10.9,11.5,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2014,2314,7.4,7.1,7.7,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2014,4688,15.7,15.3,16.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2014,7002,11.4,11.2,11.7,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2015,2364,7.5,7.2,7.8,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2015,4642,15.4,15.0,15.9,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2015,7006,11.3,11.1,11.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2016,2399,7.5,7.2,7.8,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2016,4928,16.2,15.8,16.7,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2016,7327,11.7,11.5,12.0,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2017,2564,8.0,7.6,8.3,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2017,5133,16.8,16.3,17.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2017,7697,12.2,12.0,12.5,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2018,2474,7.6,7.3,7.9,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2018,5077,16.4,16.0,16.9,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2018,7551,11.9,11.6,12.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2019,2546,7.8,7.5,8.1,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2019,5019,16.1,15.7,16.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2019,7565,11.8,11.6,12.1,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2020,3017,9.2,8.8,9.5,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2020,5957,19.0,18.5,19.5,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2020,8974,14.0,13.7,14.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Females,2021,3293,9.9,9.6,10.2,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Males,2021,6348,20.1,19.6,20.6,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,Persons,2021,9641,14.8,14.5,15.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2001,1403,5.7,5.4,6.0,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2001,2892,12.4,12.0,12.9,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2001,4295,9.0,8.7,9.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2002,1425,5.8,5.5,6.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2002,2962,12.7,12.3,13.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2002,4387,9.1,8.8,9.4,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2003,1474,5.9,5.6,6.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2003,3252,13.7,13.3,14.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2003,4726,9.7,9.4,10.0,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2004,1624,6.5,6.1,6.8,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2004,3227,13.6,13.1,14.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2004,4851,9.9,9.6,10.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2005,1609,6.3,6.0,6.6,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2005,3442,14.4,13.9,14.8,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2005,5051,10.2,9.9,10.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2006,1743,6.8,6.5,7.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2006,3568,14.6,14.2,15.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2006,5311,10.6,10.3,10.9,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2007,1808,7.0,6.6,7.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2007,3632,14.8,14.3,15.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2007,5440,10.7,10.5,11.0,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2008,1862,7.2,6.8,7.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2008,3926,15.8,15.3,16.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2008,5788,11.3,11.0,11.6,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2009,1790,6.8,6.4,7.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2009,3691,14.6,14.1,15.0,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2009,5481,10.6,10.3,10.8,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2010,1799,6.7,6.4,7.0,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2010,3827,15.0,14.5,15.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2010,5626,10.7,10.5,11.0,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2011,1902,7.0,6.7,7.4,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2011,3914,15.2,14.7,15.7,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2011,5816,11.0,10.7,11.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2012,1852,6.8,6.5,7.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2012,3605,13.9,13.4,14.4,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2012,5457,10.2,10.0,10.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2013,1837,6.7,6.4,7.0,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2013,3746,14.3,13.8,14.7,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2013,5583,10.4,10.1,10.7,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2014,1926,6.9,6.6,7.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2014,3821,14.5,14.0,14.9,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2014,5747,10.6,10.3,10.9,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2015,1933,6.9,6.6,7.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2015,3746,14.0,13.6,14.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2015,5679,10.4,10.1,10.6,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2016,1952,6.9,6.6,7.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2016,3947,14.6,14.2,15.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2016,5899,10.7,10.4,10.9,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2017,2142,7.5,7.2,7.8,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2017,4132,15.2,14.7,15.7,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2017,6274,11.3,11.0,11.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2018,2012,7.0,6.7,7.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2018,4119,15.0,14.5,15.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2018,6131,10.9,10.6,11.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2019,2059,7.1,6.8,7.4,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2019,4150,15.0,14.6,15.5,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2019,6209,11.0,10.7,11.2,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2020,2535,8.7,8.4,9.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2020,4898,17.6,17.1,18.1,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2020,7433,13.0,12.8,13.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Females,2021,2759,9.4,9.0,9.7,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Males,2021,5286,18.8,18.3,19.3,,,,,,,,,,,,,,,,,
K04000001,England and Wales,Persons,2021,8045,14.0,13.7,14.3,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2001,61,8.2,6.3,10.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2001,117,17.0,13.9,20.1,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2001,178,12.4,10.6,14.3,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2002,53,7.4,5.5,9.7,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2002,141,20.5,16.9,24.1,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2002,194,13.5,11.6,15.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2003,63,8.4,6.4,10.7,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2003,112,16.2,13.2,19.2,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2003,175,12.1,10.3,14.0,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2004,62,8.1,6.2,10.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2004,142,19.3,16.1,22.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2004,204,13.5,11.7,15.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2005,62,8.0,6.1,10.2,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2005,155,20.7,17.4,24.1,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2005,217,14.2,12.3,16.1,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2006,57,7.2,5.4,9.3,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2006,153,20.6,17.3,23.9,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2006,210,13.6,11.8,15.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2007,73,8.9,6.9,11.1,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2007,165,21.5,18.1,24.8,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2007,238,15.0,13.1,16.9,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2008,78,9.7,7.7,12.1,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2008,165,21.9,18.5,25.3,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2008,243,15.6,13.6,17.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2009,84,10.2,8.1,12.6,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2009,165,21.2,17.9,24.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2009,249,15.5,13.5,17.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2010,85,10.1,8.1,12.6,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2010,175,22.1,18.8,25.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2010,260,16.0,14.0,18.0,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2011,67,7.8,6.1,10.0,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2011,161,20.3,17.2,23.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2011,228,13.9,12.1,15.7,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2012,85,9.9,7.9,12.3,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2012,159,19.7,16.6,22.8,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2012,244,14.6,12.8,16.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2013,55,6.4,4.8,8.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2013,151,18.3,15.3,21.2,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2013,206,12.2,10.5,13.9,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2014,64,7.3,5.7,9.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2014,155,18.7,15.8,21.7,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2014,219,12.9,11.2,14.6,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2015,97,11.0,8.9,13.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2015,185,22.1,18.9,25.3,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2015,282,16.4,14.5,18.3,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2016,105,11.8,9.5,14.1,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2016,184,22.2,18.9,25.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2016,289,16.8,14.8,18.7,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2017,91,10.2,8.2,12.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2017,212,25.0,21.6,28.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2017,303,17.4,15.0,19.7,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2018,88,9.6,7.7,11.9,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2018,196,22.7,19.6,25.9,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2018,284,16.0,14.1,17.9,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2019,126,13.6,11.3,16.0,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2019,210,24.2,20.9,27.5,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2019,336,18.8,16.8,20.8,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2020,118,12.9,10.6,15.2,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2020,233,26.9,23.4,30.4,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2020,351,19.6,17.6,21.7,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Females,2021,125,13.4,11.1,15.8,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Males,2021,226,25.6,22.3,29.0,,,,,,,,,,,,,,,,,
N92000002,Northern Ireland,Persons,2021,351,19.3,17.3,21.4,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2001,359,14.5,13.0,16.0,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2001,869,39.0,36.4,41.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2001,1228,26.1,24.6,27.6,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2002,400,16.1,14.5,17.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2002,934,41.5,38.8,44.2,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2002,1334,28.1,26.6,29.6,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2003,397,15.8,14.3,17.4,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2003,957,42.6,39.9,45.4,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2003,1354,28.3,26.8,29.9,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2004,386,15.2,13.6,16.7,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2004,945,40.9,38.3,43.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2004,1331,27.3,25.8,28.8,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2005,431,16.8,15.2,18.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2005,923,39.7,37.1,42.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2005,1354,27.6,26.1,29.1,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2006,438,16.9,15.3,18.5,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2006,979,41.2,38.6,43.8,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2006,1417,28.5,27.0,29.9,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2007,378,14.5,13.0,15.9,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2007,904,37.6,35.2,40.1,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2007,1282,25.5,24.1,26.9,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2008,400,15.2,13.7,16.6,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2008,916,37.8,35.3,40.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2008,1316,25.9,24.5,27.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Females,2009,394,14.8,13.3,16.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Males,2009,786,32.0,29.8,34.3,,,,,,,,,,,,,,,,,
S92000003,Scotland,Persons,2009,1180,23.0,21.7,24.3,,,,,,,,,,,,,,,,,
